"GeneID"	"control_1"	"control_2"	"control_3"	"control_4"	"control_5"	"control_6"	"treatment_1"	"treatment_2"	"treatment_3"	"treatment_4"	"treatment_5"	"treatment_6"
"Zm00001eb351940"	105.65	107.98	34.5	31.36	96.02	75.92	97.64	76.78	50.88	49.41	40.73	46.49
"Zm00001eb352030"	357.08	360.6	186.4	171.32	284.6	267.87	260.52	256.31	154.5	158.28	127.57	133.8
"Zm00001eb352080"	317.26	316.61	211.93	206.8	270.2	281.96	301.69	316.05	277.41	289.11	377.1	368.26
"Zm00001eb352180"	212.55	212.04	104.16	103.03	112.68	122.38	156.7	142.31	95.86	95.67	73.37	69.47
"Zm00001eb352190"	27.28	27.85	27.1	23.83	67.67	61.68	30.7	34.31	104.75	111.8	122.8	124.98
"Zm00001eb352350"	397.8	361.33	123.13	130.82	377.51	413.93	355.39	313.77	278.13	293.16	235.83	245.45
"Zm00001eb352390"	40.58	40.69	17.04	13.33	48.55	46.37	59.68	58.98	27.36	30.13	56.7	57.2
"Zm00001eb352550"	10.24	11.02	84.61	77.4	9.68	11.8	6.49	8.71	16.87	14.97	1.86	1.63
"Zm00001eb352760"	21.01	24.9	10.47	7.48	81.03	65.65	24.86	24.17	42.76	42.93	87.76	86.55
"Zm00001eb352880"	9.1	10.79	865.12	772.81	32.16	25.26	22.81	25.94	392.04	342.74	34.37	31.92
"Zm00001eb353080"	124.52	114.38	55.76	56.89	146.62	154.55	96.94	98.2	90.53	85.71	115.61	117.87
"Zm00001eb353230"	27.02	28.05	1.97	1.46	32.97	26.18	23.64	23.75	1.58	1.48	21.34	19.27
"Zm00001eb353330"	8.26	9.87	18.64	24.05	12.94	9.8	11.08	10.07	33.76	27.36	15.76	18.59
"Zm00001eb353580"	5.79	4.25	21.66	23.81	11.46	7.51	65.2	63.65	47.54	48.98	238.9	267.06
"Zm00001eb353820"	7.14	8.93	156.09	166.12	5.46	3.84	10.33	9.06	75.75	70.75	13.53	14.78
"Zm00001eb354140"	48.06	51.17	236.96	224.77	109.2	91.56	97.9	95.58	256.97	250.14	144.7	148.04
"Zm00001eb354270"	7.41	9.13	634.04	606.68	24.99	26.83	15.01	21.85	392.59	397.32	52.61	54.94
"Zm00001eb354280"	23.19	29.29	11.33	13.45	13.53	10.14	18.35	17.09	20.32	20.68	12.56	8.94
"Zm00001eb354620"	21.72	20.84	10.53	10.76	22.33	19.21	13.06	14.17	18.73	18.68	13.67	13.49
"Zm00001eb354640"	267.25	267.5	197.49	212.3	506.77	477.67	591.33	575.26	247.89	248.29	581.7	580.58
"Zm00001eb354870"	22.81	21.14	12.09	14.93	11.24	15.68	25.96	25.94	18.08	19.25	17.29	16.49
"Zm00001eb354910"	67.09	71.74	17.42	24.93	104.36	105.88	87.76	84.26	18.21	14.61	80.88	79.19
"Zm00001eb355540"	191.14	185.92	258.47	226.51	159.83	162	192.1	186.65	205.77	212.09	187.69	189.94
"Zm00001eb355650"	108.6	123.03	36.87	29.85	83.37	98.46	114.29	115.56	47.75	40.11	56.77	56.58
"Zm00001eb355660"	57.23	60.2	45.76	53.21	58.96	44.91	72.41	71.86	53.86	51.95	108.23	106.61
"Zm00001eb355820"	5.81	6.27	34.34	32.04	6.59	4.91	8.98	8.24	49.66	48.75	13.8	15.46
"Zm00001eb355890"	1.36	3.15	84.27	81	17.59	14.65	4.01	2.81	15.8	12.33	11.96	11.13
"Zm00001eb355990"	3.06	4.88	289.62	277.96	11.64	9.2	2.38	2.99	1123.6	1111.75	191.58	209.94
"Zm00001eb356000"	131.31	121.56	176.14	167.8	189.71	178.61	95.63	93.82	227.32	215.15	69.07	68.4
"Zm00001eb356050"	463.65	440.01	208.41	197.23	660.9	774.89	446.88	422.07	207.62	216.71	378.12	382.52
"Zm00001eb356100"	77.94	82.47	74.95	74.92	49.85	52.6	94.24	97.31	98.92	105.86	90.26	101.46
"Zm00001eb356110"	36.89	35.07	79.64	85.12	26.16	23.48	47.71	44.4	78.49	79.88	44.8	43.03
"Zm00001eb356210"	34.97	33.69	25.17	26.88	31.93	34.16	33.08	32.49	32.08	31.75	32.86	35.47
"Zm00001eb356220"	96.77	96.86	172.02	161.95	66.96	69.83	105.38	93.92	108.92	113.19	48.85	56.85
"Zm00001eb356280"	230.94	242.32	363.39	340.94	245.04	218.01	184.46	191.81	275.44	278.68	193.57	196.01
"Zm00001eb356320"	20.38	19.73	35.66	35.1	23.81	23.29	37.88	38.52	98.45	101.16	112.81	109.27
"Zm00001eb356370"	42.67	49.13	21.87	20.73	39.2	33.9	70.9	58.92	66.99	61.08	69.12	72.18
"Zm00001eb356420"	9.37	13.52	12.045	10.585	16.535	12.37	39.44	40.59	73.96	78.585	101.495	116.02
"Zm00001eb356430"	4.39	4.82	7.34	8.15	4.98	5.71	13.47	12.46	26.48	29.69	34.7	35.25
"Zm00001eb356490"	183.99	178.06	31.91	36.95	82.42	94.32	134.86	135.47	48.3	52.38	50.04	49.37
"Zm00001eb356680"	55.83	62.65	55.62	49.91	46.27	56.02	73.36	74.78	65.74	65.57	62.66	68.07
"Zm00001eb356710"	158.06	139.96	143.67	127.74	138.91	146.07	126.96	128.2	238.69	254.98	159.55	162.5
"Zm00001eb356770"	25.69	22.05	13.34	13.22	14.04	16.25	22.33	18.72	14.41	13.42	18.6	17.58
"Zm00001eb356870"	18.28	21.19	12.52	10.8	21.4	27.76	20.39	21.62	19.63	16.25	19.44	18.1
"Zm00001eb356910"	0.51	0.14	49.98	55.02	19.44	17.97	0.67	0.78	36.87	37.32	3.13	2.91
"Zm00001eb356940"	95.72	97.72	61.15	63.04	99.71	115.55	87.05	89.16	51.2	52.77	87.29	101.65
"Zm00001eb356980"	9.84	7.89	5.66	4.4	11.65	11.01	17.26	17.53	34.31	26.89	27.91	28.57
"Zm00001eb357160"	9.41	11.49	9.25	8.82	19.42	16.1	11.6	9.87	9.83	9.95	14.59	13.93
"Zm00001eb357260"	18.67	19.06	22.82	21.25	28.67	30.91	31.41	31.48	28.93	28.61	34.92	35.51
"Zm00001eb357340"	711.23	687.72	15.17	13.07	211.21	207.3	283.16	287.07	34.15	26.57	69.12	68.49
"Zm00001eb357410"	15.8	16.79	11.69	13.5	15.95	16.8	12.85	14.36	13.93	15.12	10.89	9.85
"Zm00001eb357640"	10.36	8.99	113.4	111.73	37.17	30.7	23.39	20.44	225.81	219.87	154.91	179.12
"Zm00001eb357700"	16.64	16.46	12.93	11.52	18.39	18.44	14.52	15.86	13.17	14.22	6.58	8.91
"Zm00001eb357740"	5.49	5.63	1095.29	1096	21.29	18.15	19.32	21.2	52.6	53.11	27.62	26.62
"Zm00001eb357940"	75.03	79.76	31.94	27.9	85.31	80.02	53.44	59.77	29.13	35.57	32.31	33.78
"Zm00001eb358060"	21.86	22.63	43.64	43.4	18.74	19.52	29.06	26.35	27.91	28.61	30.07	31.96
"Zm00001eb358220"	40.91	36.32	47.91	48.8	54.08	55.91	27.04	33	47.18	49.06	42.03	46.31
"Zm00001eb358310"	8.76	9.19	34.12	37.4	12.5	14.57	10.17	13.53	42.14	43.49	19.62	20.05
"Zm00001eb358470"	14.22	9.98	44.91	35.32	20.55	19.69	16.81	15.87	17.58	18.04	7.61	7.61
"Zm00001eb358600"	13.68	15.13	27.66	20.27	19.53	17.96	13.45	16.37	20.31	23.9	18.32	21.29
"Zm00001eb358660"	46.83	44.6	34.16	39.47	44.27	60	46.41	41.11	54.19	59.63	101.74	104.12
"Zm00001eb358730"	112.44	115.11	41.57	41.02	105.32	99.06	97.44	93.06	62.5	53.73	70.58	76.66
"Zm00001eb358770"	11.86	11.26	72.99	71.22	25.88	27.88	31.82	28.99	128.05	127.55	111.7	111.13
"Zm00001eb359190"	2.03	3.86	403.77	405.75	21.27	20.88	3.86	3.74	225.33	219.48	30.14	30.01
"Zm00001eb359240"	4.51	5.57	701.21	700.49	327.53	316.25	5.18	9.02	79.75	79.71	263.5	305.34
"Zm00001eb359330"	114.68	117.68	75.38	82.67	69.36	77.68	79.45	80.32	277.66	272.16	96.28	95.96
"Zm00001eb359420"	23.87	24.22	55.84	51.4	62.93	68.08	32.91	34.51	226.01	223.62	187.17	178.17
"Zm00001eb359510"	88.42	87.19	98.56	89.96	42.24	47.29	51.92	42.73	55.42	56.33	33.42	35.17
"Zm00001eb359540"	74.79	78.93	58.09	54.49	115.35	123.78	55.96	53.76	74.56	85.06	48.29	55.24
"Zm00001eb359720"	17.35	19.12	22.36	21.78	37.35	44.8	22.1	21.74	29.49	31.29	42.23	42.64
"Zm00001eb359780"	51.66	68.32	53.77	51.7	61.18	57.94	75.2	76.38	49.53	55.62	44.31	44.08
"Zm00001eb359850"	0.86	0.77	20.46	18.34	4.97	5.43	0.7	0.48	16.68	17	12.98	11.26
"Zm00001eb360190"	298.24	310.05	165.48	163.18	194.38	169.62	247.29	260.79	204.96	196.27	91.03	98.02
"Zm00001eb360330"	18.12	16.18	237.21	231.98	20.51	20.87	18.41	20.49	133.55	139	24.51	25.93
"Zm00001eb360610"	9.49	10.43	26.62	28.45	23.03	25.64	13.35	16.05	36.05	35.54	23.07	22.14
"Zm00001eb360800"	25.21	27.54	18.07	17.93	28.98	32.11	25.65	27.11	64.12	65.91	31.13	31.6
"Zm00001eb360890"	4.69	5.23	107.49	102.24	36.77	28.57	6.19	6.57	107.84	105.47	16.59	15.48
"Zm00001eb360900"	65.19	56.74	41.61	43.59	70.46	63.06	109.04	101.11	132.84	133.25	179.06	169.67
"Zm00001eb360970"	23.99	24.95	8.95	8.69	16.8	15.7	21.31	19.81	13.82	14.04	36.17	40.19
"Zm00001eb361350"	4.07	4.27	52.46	49.24	4.73	5.84	4.41	4.24	24.12	23.34	10.03	10.76
"Zm00001eb361610"	76.38	78.75	101.54	88.78	92.4	85.08	78.84	84.75	76.03	78.32	64.69	72.75
"Zm00001eb361620"	2.17	2.52	88.94	84.79	26.32	23.17	5.15	5.79	61.81	60.23	0.64	1.59
"Zm00001eb361640"	0.82	1.81	96.74	93.5	2.22	1.52	3.13	1.99	177.73	169.1	133.4	127.31
"Zm00001eb361700"	230.74	222.63	52.55	58.04	142.63	147.24	244.36	246.31	56.04	60.07	78.56	88.19
"Zm00001eb361900"	15.98	16.39	13.59	14.79	12.15	11.1	21.35	22.62	37.96	39.1	35.69	31.46
"Zm00001eb361970"	11.43	12.05	29.95	22.96	5.88	6.31	10.06	10.95	14.45	11.59	3.77	5.75
"Zm00001eb362020"	135.85	127.46	66.85	61.47	135.28	139.09	89.61	80.36	96.43	97.54	99.63	96.98
"Zm00001eb362210"	14.82	12.93	1.08	0.76	12.22	10.6	12.55	10.63	3.84	5.29	5.22	3.8
"Zm00001eb362380"	0.22	0.45	171.53	165.13	0.45	0.67	1.38	1.83	262.59	258.56	9.84	10.12
"Zm00001eb362510"	4.81	4.67	75.39	72.54	7.71	9.21	11.23	12.16	42.35	43.1	12.23	12.99
"Zm00001eb362550"	34.04	34.45	24.46	27.34	25.62	26.88	29.1	29.52	37.61	34.57	29.68	24.86
"Zm00001eb362560"	13.05	11.45	212.31	198.75	10.58	10.38	6.36	6.56	65.71	61.61	8.76	9.14
"Zm00001eb362640"	2.11	1.84	824.46	792.8	25.26	20.93	2.94	3.41	194.14	193.63	3.39	5.26
"Zm00001eb362760"	7.5	6.78	89.36	87.4	9.68	8.83	9.71	10.58	174.77	175.79	25.31	27.36
"Zm00001eb362830"	57.81	54.03	58.68	57.39	108.49	123.99	79.67	89.45	48.97	45.37	121.18	121.58
"Zm00001eb363240"	112.07	110.11	40.69	36.71	76.2	83.05	92.19	94.58	30.81	36.32	57.11	55.61
"Zm00001eb363330"	13.13	14.305	84.18	84.905	18.39	17.7	12.23	14.91	16.73	18.045	3.695	4.575
"Zm00001eb363490"	13.25	14	36.8	34.68	32.32	26.99	73.18	69.42	33.19	30.63	29.52	29.03
"Zm00001eb363610"	0.56	0.46	26.18	22.97	6.83	5	1.29	2.34	43.81	42.64	12.12	14
"Zm00001eb363650"	1.02	1.24	265.73	248.06	12.23	11.51	1.66	0.42	200.44	190.44	6.5	6.59
"Zm00001eb363700"	5.15	5.41	89.53	80.54	26.86	22.51	10.32	12.45	127.38	131.86	51.08	57.08
"Zm00001eb363810"	269.55	272.87	33.99	29.61	68.64	70.63	284.29	276.54	62.67	68.6	55.1	55.89
"Zm00001eb363880"	93.82	92.17	102.43	104.56	140.3	146.59	80.46	82.12	234.01	243.72	88.84	97.75
"Zm00001eb363940"	10.48	9.9	30.17	26.63	26.18	20.67	3.74	4.48	68.34	63.81	51.33	53.14
"Zm00001eb364190"	197.24	197.95	76.1	74.27	146.8	161.02	217.23	211.13	85.61	79.22	79.66	76.77
"Zm00001eb364200"	7.58	6.27	245.66	234.76	14.05	17.78	16.08	17.53	122.06	128.03	20.01	22.07
"Zm00001eb364260"	33.29	29.73	21.27	19	20.88	23.31	34.21	34.09	20.29	23.09	19.22	19.78
"Zm00001eb364280"	27.06	25.37	12.92	11.02	18.05	19.24	37.16	32.83	31.32	31.76	89.61	88.69
"Zm00001eb364660"	158.59	166.78	155.14	135.85	145.31	145.36	172.15	189.32	178.49	186.2	112.23	135.44
"Zm00001eb364680"	194.79	182.51	130.99	127.46	169.45	177.21	238.05	228.66	159.94	145.84	183.97	183.97
"Zm00001eb364730"	27.19	27.98	51.12	53.29	28.9	30.3	33.56	32.56	21.46	25.05	27.61	32.99
"Zm00001eb365000"	13.145	11.93	77.775	78.685	9.245	9.94	15.81	14.73	31.105	29.22	13.245	11.89
"Zm00001eb365040"	11.1	13.12	5364.24	5162.28	18.24	21.1	10.17	15.25	2944.1	2925.17	14.62	16.69
"Zm00001eb365200"	199.95	199.81	31.62	41.48	249.04	243.49	147.88	143.45	78.85	74.35	107.04	116.66
"Zm00001eb365370"	8.56	7.6	25.34	24.45	15.54	14.5	9.88	8.21	46.68	45.83	14.59	17.25
"Zm00001eb365410"	93.39	96.15	79.96	70.75	99.01	99.95	70.26	71	80.44	76.52	62.43	74.87
"Zm00001eb365640"	10.69	11.27	3.84	3.42	12.67	12.74	12.8	13.29	3.38	4.89	11.62	13.17
"Zm00001eb365700"	76.64	70.87	26.31	19.36	49.51	60.06	65.44	64.41	19.63	20.63	31.37	31
"Zm00001eb365710"	380.53	389.38	81.18	71.25	248.28	279.37	393.29	393.73	69.76	72.89	79.39	79.59
"Zm00001eb365760"	10.14	8.21	42.98	45.74	8.89	10.15	6.97	9.6	21.57	22.87	8.45	7.19
"Zm00001eb365780"	22.9	23.05	92.73	85.7	21.64	20.36	23.2	23.41	50.58	54.84	30.25	33.27
"Zm00001eb366040"	9.55	9.11	180.99	162.38	14.01	15.59	11.65	11.62	122.69	118.94	21.45	22.03
"Zm00001eb366050"	28.95	26.27	65.44	57.98	32.75	27.65	34.47	30.69	80.61	80.08	49.94	51.15
"Zm00001eb366290"	9.16	8.7	45.47	42.84	13.81	13.43	7.75	8.86	53.91	47.89	8.28	11.01
"Zm00001eb366470"	15.055	14.68	23.01	21.14	18.065	15.915	17.965	16.17	24.155	21.275	13.95	11.34
"Zm00001eb366580"	33.59	35.32	25.48	23.24	26.3	24.98	33.68	30.06	28.72	29.34	49.86	49.06
"Zm00001eb366780"	15.42	16.32	19.44	17.51	13.25	13.63	28.15	27.48	19.19	15.99	80.87	79.69
"Zm00001eb366810"	9.6	8.96	165.58	161.99	9.3	7.72	8.47	11.97	56.46	52.16	10.95	12.12
"Zm00001eb367290"	68.84	66.13	59.65	61.25	73.6	62.59	54.92	51	53.78	57.64	54.04	57.16
"Zm00001eb367320"	1.27	1.29	166.93	164.63	0.91	3.11	1.88	1.5	193.49	193.36	19.77	17.47
"Zm00001eb367740"	25.45	22.82	26.92	28.45	23.6	24.76	56.13	56.3	73.11	77.75	59.03	60.13
"Zm00001eb367760"	17.58	14.45	51.75	50.48	14.8	14.08	12.78	15.42	19.5	21.74	25.96	25.85
"Zm00001eb367780"	14.34	12.73	27.04	25.51	13.23	15.71	19.87	15.65	24.16	26.63	12.49	15.58
"Zm00001eb367840"	32.14	26.9	39.86	38.23	30.64	26.39	55.33	59.91	81.15	79.68	118.06	122.02
"Zm00001eb368000"	210.65	207.61	107.99	102.92	282.57	270.19	589.04	566.87	464.17	462.1	1181.29	1108.91
"Zm00001eb368010"	20.65	17.4	23.9	18.77	25.9	20.86	12.85	15.72	25.13	19.24	16.99	13.94
"Zm00001eb368060"	35.05	28.92	91.94	94.62	68.35	77.57	38.19	40.32	92.5	89.61	63.69	67.45
"Zm00001eb368380"	10.53	9.78	29.93	31.98	25.43	22.82	10.05	9.64	43.2	53.28	35.89	31.8
"Zm00001eb368430"	4.28	3.69	14.34	15.19	9.94	8.2	14.42	11.98	12.06	15.63	14.98	12.75
"Zm00001eb368480"	169.53	179.44	104.52	100.82	179.07	157.51	119.33	110.26	117.59	98.67	59.73	75.93
"Zm00001eb368990"	46.43	45.01	78.17	77.6	42.97	46.39	36.31	31.94	10.8	9.96	12.76	13.06
"Zm00001eb369110"	15.11	15.6	2.97	2.21	13.3	11.07	14.27	14.39	6.35	5.28	19.3	25.32
"Zm00001eb369150"	58.22	58.03	220.32	208.3	116.09	125.56	54.51	61.2	161.59	136	106.45	116.78
"Zm00001eb369170"	46.28	41.29	84.94	76.05	40.31	34.59	30.02	34.31	85.47	77.33	11.53	8.96
"Zm00001eb369250"	97.3	95.53	125.17	122.78	166.25	149.4	80.89	89.96	100.06	98.61	94.35	97.66
"Zm00001eb369320"	3.68	4.89	155.94	159.66	22.31	20.68	4	2.91	102.49	109.41	53.05	52.44
"Zm00001eb369330"	118.71	125.91	22.39	20.82	29.16	30.71	49.6	50.78	53.09	52.09	18.2	21.13
"Zm00001eb369350"	18.85	15.03	23.39	22.26	48.43	49.6	19.02	20.71	31.93	34.37	23.51	29.03
"Zm00001eb369490"	19.01	20.58	9.66	8.01	26.1	22.35	33.11	26.54	33.73	35.78	33.2	32.59
"Zm00001eb369560"	38.19	39.49	25.56	20.44	13.54	12.16	52.09	50.84	23.74	24.16	37.58	51.22
"Zm00001eb369580"	8.34	10.34	59.46	65.68	25.26	24.53	23.01	20.07	113.29	111.84	53.87	60.22
"Zm00001eb369590"	7.27	10.93	150.5	147.44	28.87	22.44	75.51	72.81	599.99	595.36	224.75	218.18
"Zm00001eb369650"	25.04	23.57	98.24	91.72	42.55	38.99	35.79	33.42	192.26	195.41	121.96	119.97
"Zm00001eb369750"	17.18	24.84	63.7	70.54	68.43	57.02	20.18	20.33	68.13	54.98	21.23	18.16
"Zm00001eb369780"	69.83	65.6	19.04	17.4	47.25	42.03	68.17	71.87	36.71	36.07	41.25	38.8
"Zm00001eb369840"	24.38	26.17	49.78	54.16	32.63	38.13	38.29	37.62	41.88	48.99	42.69	42.2
"Zm00001eb369930"	0.52	1.05	41.88	36.66	22.93	16.41	1.34	0.54	19.06	14.65	26.06	20.14
"Zm00001eb369940"	14.35	13.27	16.74	18.26	13.03	12.12	9.66	9.62	23.94	27.04	15.26	10.3
"Zm00001eb369960"	10.69	13.69	79.23	87.68	14.24	16.25	18.72	20.87	133.62	142.62	35.19	29.73
"Zm00001eb370100"	44.78	39.69	66.63	64.87	49.64	52.66	40.55	36.17	81.41	87.4	37.44	35.71
"Zm00001eb370160"	10.93	11.31	45.32	43.64	15.09	13.97	14.56	13.55	29.67	30.26	22.32	22.18
"Zm00001eb370180"	10.84	10.14	29.71	29.34	21.91	19.4	7.02	6	52.03	56.2	32.17	34.26
"Zm00001eb370330"	389.89	378.33	229.03	222.2	406.78	391.69	260.88	246.41	271.7	259.73	129.87	130.16
"Zm00001eb370380"	43.97	43.11	46.48	44.27	54.38	52.38	38.94	48.45	57.43	45.95	31.61	38.91
"Zm00001eb370480"	10.38	10.1	110.35	121.09	13.47	14.51	9.53	7.84	33.13	31.88	8.25	7
"Zm00001eb370620"	9.59	12.31	34.31	33.02	12.86	14.32	11.96	12.71	21.45	24.86	12.92	11.57
"Zm00001eb371250"	77.86	79.69	77.48	76.27	107.93	122.18	67.68	71.57	78.58	71.39	44.13	42.5
"Zm00001eb372980"	40.85	38.29	43.64	44.73	14.37	19.04	26.61	27.53	15.18	12.39	11.06	10.24
"Zm00001eb373120"	14.68	13.21	69.51	68.39	98.29	70.12	13.3	15.56	70.17	80.74	20.34	14.9
"Zm00001eb373150"	1.26	2.56	775.71	761.09	11.69	9.91	2.09	3.13	798.96	805.97	14	15.51
"Zm00001eb373700"	19.12	16.54	148.56	146.98	19.39	23.4	18.75	15.6	81.04	74.92	12.13	14.26
"Zm00001eb373790"	207	225.13	102.15	110.95	184.89	146.06	145.98	150.26	121.52	110.02	63	66.06
"Zm00001eb373920"	18.82	24.14	54.73	46.69	40.49	35.1	28.13	32.42	50.32	50.25	13.64	10.93
"Zm00001eb373960"	73.84	73.56	49.36	48.36	100.73	105.38	49.74	57.97	112.52	105.13	55.88	60.66
"Zm00001eb373990"	88.24	84.99	45.19	42.66	75.46	87.99	115.12	108.74	46.44	46.69	61.22	58.26
"Zm00001eb374000"	14.52	17	14.91	11.93	16.59	13.51	20.19	23.21	18.37	20.52	12.75	16.9
"Zm00001eb374040"	1.56	1.75	97.88	85.36	8.04	8.98	8.1	9.88	95.3	90.79	45.37	45.22
"Zm00001eb374110"	102.74	108.54	26.47	28.26	196.91	176.17	227.92	215.58	46.01	43.83	174.63	176.81
"Zm00001eb374300"	85.03	90.96	38.52	42.36	50.82	53.78	81.15	73.3	32.89	31.22	20.48	21.16
"Zm00001eb374380"	108.12	113.07	73.06	71.29	93.55	92	155.86	149.29	94.5	91.99	89.48	76.78
"Zm00001eb374470"	46.63	46.64	61.08	65	65.35	72.03	44.62	45.85	71.41	76.65	69.33	66.17
"Zm00001eb375010"	24.24	24.55	30.75	29.42	53.44	48.67	45.71	46.86	112.77	112.76	30.79	32.33
"Zm00001eb375180"	106.31	111.74	142.19	126.53	197.14	192.8	126.78	138.46	169.68	183.06	138.91	145.61
"Zm00001eb375250"	5.74	5.61	25.74	28.57	9.22	7.91	4.93	5.65	39.51	47.21	13.1	17.42
"Zm00001eb375380"	18.2	20.78	21.21	18.23	22.08	25.74	26.95	29.06	46.99	44.18	56.72	57.39
"Zm00001eb375430"	52.78	51.97	45.91	52.58	45.95	47.48	94.18	98.7	61.17	56.3	158.97	158.02
"Zm00001eb375510"	81.77	84.24	43.56	47.48	65.78	60.29	40.25	42.18	55.15	50.9	41.71	40.27
"Zm00001eb375560"	1.12	1.39	15.11	12.87	9.3	6.78	2.06	1.42	66.39	59.21	16.92	16.35
"Zm00001eb375730"	16.45	12.82	41.43	44.14	56.57	45.77	28.48	30.63	30.1	34.81	132.42	136.91
"Zm00001eb376020"	41.79	42.35	47.77	47.4	38.79	45.49	21.74	22.8	80.63	81.4	29.06	32.12
"Zm00001eb376100"	20.65	18.88	21.93	20.72	27.2	30.31	32.48	31.91	29.93	33.74	34.77	35.61
"Zm00001eb376120"	9.23	8.36	8.57	9.29	13.53	11.32	11.96	12.19	13.03	10.77	17.85	18.43
"Zm00001eb376150"	1015.54	1082.31	13.38	16.68	146.95	118.56	256.86	252.6	14.23	14.17	26.01	22.39
"Zm00001eb376510"	32.83	38.98	94.74	84.31	43.32	36.08	59.32	62.33	188.23	196.39	138.95	128.48
"Zm00001eb376670"	279.43	265.24	62.64	68.98	161.22	153.56	185.4	166.29	142.52	131.26	101.97	102.07
"Zm00001eb376790"	36.71	33.48	47.91	53.43	32.1	35.43	43.55	45.55	29.9	31.74	25.26	24.11
"Zm00001eb376850"	30.08	26.51	24.95	22.8	51.73	51.16	33.39	33.11	28.06	28.88	43.86	50.96
"Zm00001eb377290"	39.86	40.44	32.85	28.15	31.37	32.27	45.27	48.85	28.55	27.66	47.15	47.81
"Zm00001eb377430"	13.82	15.16	43.46	43.55	24.64	26.15	29.59	30.42	57.11	57.4	52.76	49.65
"Zm00001eb377480"	22.2	23.44	3.6	3.44	55.86	47.87	11.43	12.37	0.33	0.68	9.21	11.29
"Zm00001eb377860"	50.69	58.35	53.9	46.76	26.88	29.25	87.79	87.08	26.92	32.81	30.54	32.41
"Zm00001eb377870"	198.09	192.83	144.87	138.13	231.92	248.34	143.38	136.94	94.24	89.37	87.17	85.04
"Zm00001eb377910"	53.84	49.87	60.82	67.42	41.27	46.06	90.24	84.28	65.87	68.12	112.91	115.55
"Zm00001eb377920"	19.54	20.98	24.44	22.43	14.27	12.03	43.23	51.94	28.43	26.04	51.3	54.53
"Zm00001eb378000"	195	189.96	116.34	104.15	154.96	165.09	131.42	135.33	122.15	122.12	67.7	77.23
"Zm00001eb378030"	98.25	97.67	297.13	295.28	96.9	90.86	89.33	95.38	160.71	153.98	60.94	61.99
"Zm00001eb378210"	78.92	81.93	316.66	324.06	64.15	49.88	105.27	104.89	152.58	157.69	79.28	82.26
"Zm00001eb378250"	720.23	715.43	96.76	99.72	215.37	190.15	437.91	425.85	283.19	273.33	169.5	186.7
"Zm00001eb378280"	1235.92	1260.83	99.58	93.91	291.71	248.43	1848.72	1814.11	152.03	150.3	1031.09	1007.98
"Zm00001eb378300"	12.63	13.07	9.22	10.05	10.14	11.32	14.56	13.66	31.47	31.38	10.66	8.62
"Zm00001eb378360"	73.38	72.28	32.2	37.06	74.9	82.86	64.14	71.88	54.04	53.49	33.8	41.09
"Zm00001eb378600"	49.35	50.34	43.89	38.09	38.14	38.5	62.78	59.81	53.11	48.37	52.98	49.49
"Zm00001eb378740"	65.42	61.46	50.19	49.7	72.61	71.25	54.92	68.08	49.94	45.48	70.86	59.43
"Zm00001eb378790"	7.4	8.28	20.24	19.72	5.81	5.56	9.1	9.88	21.69	20.28	13.7	13.97
"Zm00001eb378930"	77.08	70.62	110.57	110.26	59.12	59.16	70.81	67.57	97.9	101.36	56.06	57.78
"Zm00001eb379050"	75.1	72.95	28.2	31.44	79.93	79.38	60.71	62.8	55.4	46.88	44.58	35.02
"Zm00001eb379100"	20.91	18.15	29.09	31.18	37.11	38.82	18.27	20.21	32.29	34.3	32.09	33.36
"Zm00001eb379140"	33.23	36.96	109.38	107.73	43.64	41.4	25.53	18.56	72.9	82.58	11.49	14.98
"Zm00001eb379240"	6.14	7.71	316.66	317.37	11.93	14.45	4.96	3.81	122.78	122.91	2.26	2.15
"Zm00001eb379560"	50.83	56.1	51.92	46.24	53.6	54.47	88.03	80.02	59.18	63.56	92.66	89.91
"Zm00001eb379830"	100.08	102.3	19.03	18.22	39.76	37.95	38.85	36.53	2.56	2.55	7.86	7.25
"Zm00001eb379920"	12.59	10.62	29.04	29.15	10.55	8.85	32.74	32.38	21.62	24.61	27.09	29.42
"Zm00001eb379990"	106.35	107.92	109.5	92.35	131.44	117.21	96.76	93.63	135.41	151.91	106.19	121.82
"Zm00001eb380020"	15.57	16.81	48.55	51.55	23.39	19.16	14.65	15.12	60.41	62.47	52.98	49.52
"Zm00001eb380050"	7.81	11.72	24.82	19.17	10.75	8.95	11.22	9.19	25.51	24.01	13.7	12.38
"Zm00001eb380520"	6.8	5.69	76.73	74.19	15.83	16.16	7.32	8.3	72.46	65.92	15.88	15.3
"Zm00001eb380850"	60.31	58.47	238.26	236.81	95.41	111.99	77.43	82.11	157.84	144.95	245.97	264.9
"Zm00001eb381470"	63.06	59.34	3.55	3.52	51.16	55.43	55.92	57.01	9.74	11.13	25	23.63
"Zm00001eb381590"	6.58	6.87	128.56	125.05	6.46	7.29	14.7	11.44	134.68	134.64	6.41	5.99
"Zm00001eb381770"	33.51	35.03	47.31	43.4	26.19	25.75	37.13	39.02	67.71	65.87	40.85	40.88
"Zm00001eb382480"	0.46	0.89	10.57	10.13	22.88	16.9	1.08	0.81	25.38	22.22	12.66	13.83
"Zm00001eb382490"	1.21	1.85	18.7	16.85	21.12	22.79	4.09	4.87	120.02	120.84	56.83	49.95
